NM_REGION,Date,QT_VOLUME_24HOUR,AM_PEAK_VOLUME,PM_PEAK_VOLUME,Location,MaxTemp,Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Region,Lat,Long
BBN,1/07/2016,5340051,525987,938286,Melbourne,14.1,6.4,28,89,61,Blackburn,-37.8197,145.1531
BBN,2/07/2016,4552161,218166,757100,Melbourne,16.5,0.2,28,77,58,Blackburn,-37.8197,145.1531
BBN,3/07/2016,3952714,130511,709845,Melbourne,16.7,0,41,76,57,Blackburn,-37.8197,145.1531
BBN,4/07/2016,5138450,584527,917844,Melbourne,12.7,0,31,69,64,Blackburn,-37.8197,145.1531
BBN,5/07/2016,5148262,556123,902028,Melbourne,12.8,0.6,28,87,91,Blackburn,-37.8197,145.1531
BBN,6/07/2016,5351973,585840,929040,Melbourne,13,22.6,37,87,84,Blackburn,-37.8197,145.1531
BBN,7/07/2016,5471302,583137,947192,Melbourne,13.7,3.8,31,97,80,Blackburn,-37.8197,145.1531
BBN,8/07/2016,5492210,558089,937685,Melbourne,15.3,0.8,20,90,65,Blackburn,-37.8197,145.1531
BBN,9/07/2016,4707758,213671,788613,Melbourne,15.2,0.2,13,100,60,Blackburn,-37.8197,145.1531
BBN,10/07/2016,3987547,127634,697647,Melbourne,14.2,0,59,97,80,Blackburn,-37.8197,145.1531
BBN,11/07/2016,5091506,561825,920484,Melbourne,16,3.6,59,67,57,Blackburn,-37.8197,145.1531
BBN,12/07/2016,5241151,609502,925622,Melbourne,13.7,0,63,58,51,Blackburn,-37.8197,145.1531
BBN,13/07/2016,5371500,597001,943855,Melbourne,12,0.4,43,67,55,Blackburn,-37.8197,145.1531
BBN,14/07/2016,5516406,608096,966156,Melbourne,14,1,43,68,52,Blackburn,-37.8197,145.1531
BBN,15/07/2016,5631620,585121,969935,Melbourne,14.1,0,20,64,63,Blackburn,-37.8197,145.1531
BBN,16/07/2016,4840206,219441,782015,Melbourne,13.7,0,17,70,57,Blackburn,-37.8197,145.1531
BBN,17/07/2016,4117443,134513,732376,Melbourne,16.1,0,56,77,45,Blackburn,-37.8197,145.1531
BBN,18/07/2016,5193843,599076,937969,Melbourne,17.7,0,52,75,68,Blackburn,-37.8197,145.1531
BBN,19/07/2016,5400788,616659,954689,Melbourne,16,0,20,79,68,Blackburn,-37.8197,145.1531
BBN,20/07/2016,5420079,604194,961661,Melbourne,16.1,1.8,17,97,76,Blackburn,-37.8197,145.1531
BBN,21/07/2016,5543046,606856,971645,Melbourne,18.1,1.8,50,100,65,Blackburn,-37.8197,145.1531
BBN,22/07/2016,5546719,572439,944003,Melbourne,18.3,7.8,59,76,73,Blackburn,-37.8197,145.1531
BBN,23/07/2016,4834774,209333,788014,Melbourne,11.6,2.8,44,59,65,Blackburn,-37.8197,145.1531
BBN,24/07/2016,4066080,125055,711096,Melbourne,11.4,0.8,48,76,64,Blackburn,-37.8197,145.1531
BBN,25/07/2016,5117159,578144,932556,Melbourne,14.3,0,59,72,51,Blackburn,-37.8197,145.1531
BBN,26/07/2016,5351696,614926,957175,Melbourne,11,4.8,46,68,60,Blackburn,-37.8197,145.1531
BBN,27/07/2016,5399970,612153,960838,Melbourne,12.9,0.4,37,92,50,Blackburn,-37.8197,145.1531
BBN,28/07/2016,5581310,616412,983640,Melbourne,15.2,0,37,73,52,Blackburn,-37.8197,145.1531
BBN,29/07/2016,5670270,597075,952262,Melbourne,15.3,0,31,76,67,Blackburn,-37.8197,145.1531
BBN,30/07/2016,4899531,219375,792846,Melbourne,13.8,2.4,59,85,74,Blackburn,-37.8197,145.1531
BBN,31/07/2016,4198307,129997,739075,Melbourne,17,2,52,86,39,Blackburn,-37.8197,145.1531
BRI,1/07/2016,2917372,278875,500749,Melbourne,14.1,6.4,28,89,61,Brighton,-37.9043,144.9932
BRI,2/07/2016,2444386,118911,385502,Melbourne,16.5,0.2,28,77,58,Brighton,-37.9043,144.9932
BRI,3/07/2016,2071074,72531,363562,Melbourne,16.7,0,41,76,57,Brighton,-37.9043,144.9932
BRI,4/07/2016,2682373,286045,479161,Melbourne,12.7,0,31,69,64,Brighton,-37.9043,144.9932
BRI,5/07/2016,2751721,282298,492252,Melbourne,12.8,0.6,28,87,91,Brighton,-37.9043,144.9932
BRI,6/07/2016,2875050,290156,504126,Melbourne,13,22.6,37,87,84,Brighton,-37.9043,144.9932
BRI,7/07/2016,2942445,292667,514791,Melbourne,13.7,3.8,31,97,80,Brighton,-37.9043,144.9932
BRI,8/07/2016,2950327,280423,508165,Melbourne,15.3,0.8,20,90,65,Brighton,-37.9043,144.9932
BRI,9/07/2016,2542978,117917,409400,Melbourne,15.2,0.2,13,100,60,Brighton,-37.9043,144.9932
BRI,10/07/2016,2146985,77221,367636,Melbourne,14.2,0,59,97,80,Brighton,-37.9043,144.9932
BRI,11/07/2016,2887355,307703,520213,Melbourne,16,3.6,59,67,57,Brighton,-37.9043,144.9932
BRI,12/07/2016,2992674,335208,531552,Melbourne,13.7,0,63,58,51,Brighton,-37.9043,144.9932
BRI,13/07/2016,3083289,329066,535654,Melbourne,12,0.4,43,67,55,Brighton,-37.9043,144.9932
BRI,14/07/2016,3169624,333988,553517,Melbourne,14,1,43,68,52,Brighton,-37.9043,144.9932
BRI,15/07/2016,3167471,323755,543549,Melbourne,14.1,0,20,64,63,Brighton,-37.9043,144.9932
BRI,16/07/2016,2731898,132718,427937,Melbourne,13.7,0,17,70,57,Brighton,-37.9043,144.9932
BRI,17/07/2016,2380307,86653,415770,Melbourne,16.1,0,56,77,45,Brighton,-37.9043,144.9932
BRI,18/07/2016,2969802,328224,530502,Melbourne,17.7,0,52,75,68,Brighton,-37.9043,144.9932
BRI,19/07/2016,3074193,337637,544126,Melbourne,16,0,20,79,68,Brighton,-37.9043,144.9932
BRI,20/07/2016,3107176,331138,546004,Melbourne,16.1,1.8,17,97,76,Brighton,-37.9043,144.9932
BRI,21/07/2016,3159424,331248,559132,Melbourne,18.1,1.8,50,100,65,Brighton,-37.9043,144.9932
BRI,22/07/2016,3162631,316411,543485,Melbourne,18.3,7.8,59,76,73,Brighton,-37.9043,144.9932
BRI,23/07/2016,2747248,130450,423386,Melbourne,11.6,2.8,44,59,65,Brighton,-37.9043,144.9932
BRI,24/07/2016,2308446,81939,390189,Melbourne,11.4,0.8,48,76,64,Brighton,-37.9043,144.9932
BRI,25/07/2016,2944246,326093,536317,Melbourne,14.3,0,59,72,51,Brighton,-37.9043,144.9932
BRI,26/07/2016,3070006,339317,551248,Melbourne,11,4.8,46,68,60,Brighton,-37.9043,144.9932
BRI,27/07/2016,3156274,338843,559200,Melbourne,12.9,0.4,37,92,50,Brighton,-37.9043,144.9932
BRI,28/07/2016,3204092,341011,563308,Melbourne,15.2,0,37,73,52,Brighton,-37.9043,144.9932
BRI,29/07/2016,3203495,326440,549166,Melbourne,15.3,0,31,76,67,Brighton,-37.9043,144.9932
BRI,30/07/2016,2768351,130272,427655,Melbourne,13.8,2.4,59,85,74,Brighton,-37.9043,144.9932
BRI,31/07/2016,2416698,81312,427141,Melbourne,17,2,52,86,39,Brighton,-37.9043,144.9932
CA1,1/07/2016,4079586,424647,602070,Melbourne,14.1,6.4,28,89,61,Carlton,-37.8001,144.9671
CA1,2/07/2016,3615872,204023,502021,Melbourne,16.5,0.2,28,77,58,Carlton,-37.8001,144.9671
CA1,3/07/2016,3256618,146196,489745,Melbourne,16.7,0,41,76,57,Carlton,-37.8001,144.9671
CA1,4/07/2016,3599194,409256,564941,Melbourne,12.7,0,31,69,64,Carlton,-37.8001,144.9671
CA1,5/07/2016,3694112,410298,569957,Melbourne,12.8,0.6,28,87,91,Carlton,-37.8001,144.9671
CA1,6/07/2016,3672194,396913,560169,Melbourne,13,22.6,37,87,84,Carlton,-37.8001,144.9671
CA1,7/07/2016,3723192,398588,558798,Melbourne,13.7,3.8,31,97,80,Carlton,-37.8001,144.9671
CA1,8/07/2016,3911203,398195,580926,Melbourne,15.3,0.8,20,90,65,Carlton,-37.8001,144.9671
CA1,9/07/2016,3705652,204373,513200,Melbourne,15.2,0.2,13,100,60,Carlton,-37.8001,144.9671
CA1,10/07/2016,3192377,136342,486034,Melbourne,14.2,0,59,97,80,Carlton,-37.8001,144.9671
CA1,11/07/2016,3642879,411482,575029,Melbourne,16,3.6,59,67,57,Carlton,-37.8001,144.9671
CA1,12/07/2016,3855572,454078,597861,Melbourne,13.7,0,63,58,51,Carlton,-37.8001,144.9671
CA1,13/07/2016,3968668,455104,601094,Melbourne,12,0.4,43,67,55,Carlton,-37.8001,144.9671
CA1,14/07/2016,4058858,459744,610432,Melbourne,14,1,43,68,52,Carlton,-37.8001,144.9671
CA1,15/07/2016,4177887,451634,609900,Melbourne,14.1,0,20,64,63,Carlton,-37.8001,144.9671
CA1,16/07/2016,3873775,210563,537180,Melbourne,13.7,0,17,70,57,Carlton,-37.8001,144.9671
CA1,17/07/2016,3409783,159399,523389,Melbourne,16.1,0,56,77,45,Carlton,-37.8001,144.9671
CA1,18/07/2016,3739591,440755,591923,Melbourne,17.7,0,52,75,68,Carlton,-37.8001,144.9671
CA1,19/07/2016,3852246,455268,551226,Melbourne,16,0,20,79,68,Carlton,-37.8001,144.9671
CA1,20/07/2016,3943455,455163,595933,Melbourne,16.1,1.8,17,97,76,Carlton,-37.8001,144.9671
CA1,21/07/2016,4010693,445717,599446,Melbourne,18.1,1.8,50,100,65,Carlton,-37.8001,144.9671
CA1,22/07/2016,4142549,440757,600451,Melbourne,18.3,7.8,59,76,73,Carlton,-37.8001,144.9671
CA1,23/07/2016,3838745,201438,528365,Melbourne,11.6,2.8,44,59,65,Carlton,-37.8001,144.9671
CA1,24/07/2016,3410805,153134,517085,Melbourne,11.4,0.8,48,76,64,Carlton,-37.8001,144.9671
CA1,25/07/2016,3661112,420883,584945,Melbourne,14.3,0,59,72,51,Carlton,-37.8001,144.9671
CA1,26/07/2016,3883129,456026,602382,Melbourne,11,4.8,46,68,60,Carlton,-37.8001,144.9671
CA1,27/07/2016,3937320,454581,603606,Melbourne,12.9,0.4,37,92,50,Carlton,-37.8001,144.9671
CA1,28/07/2016,4025382,458719,607047,Melbourne,15.2,0,37,73,52,Carlton,-37.8001,144.9671
CA1,29/07/2016,4162954,448435,601784,Melbourne,15.3,0,31,76,67,Carlton,-37.8001,144.9671
CA1,30/07/2016,3855467,208382,527232,Melbourne,13.8,2.4,59,85,74,Carlton,-37.8001,144.9671
CA1,31/07/2016,3358310,140342,517438,Melbourne,17,2,52,86,39,Carlton,-37.8001,144.9671
CA2,1/07/2016,3776046,408945,559205,Melbourne,14.1,6.4,28,89,61,Carlton 2,-37.8001,144.9671
CA2,2/07/2016,3195552,186067,438089,Melbourne,16.5,0.2,28,77,58,Carlton 2,-37.8001,144.9671
CA2,3/07/2016,2834890,124427,435990,Melbourne,16.7,0,41,76,57,Carlton 2,-37.8001,144.9671
CA2,4/07/2016,3438157,400530,548853,Melbourne,12.7,0,31,69,64,Carlton 2,-37.8001,144.9671
CA2,5/07/2016,3548637,395153,555198,Melbourne,12.8,0.6,28,87,91,Carlton 2,-37.8001,144.9671
CA2,6/07/2016,3710976,419233,568712,Melbourne,13,22.6,37,87,84,Carlton 2,-37.8001,144.9671
CA2,7/07/2016,3777789,413706,558378,Melbourne,13.7,3.8,31,97,80,Carlton 2,-37.8001,144.9671
CA2,8/07/2016,3867241,415741,559926,Melbourne,15.3,0.8,20,90,65,Carlton 2,-37.8001,144.9671
CA2,9/07/2016,3366075,189577,461164,Melbourne,15.2,0.2,13,100,60,Carlton 2,-37.8001,144.9671
CA2,10/07/2016,2817077,122513,434154,Melbourne,14.2,0,59,97,80,Carlton 2,-37.8001,144.9671
CA2,11/07/2016,3352118,396892,540759,Melbourne,16,3.6,59,67,57,Carlton 2,-37.8001,144.9671
CA2,12/07/2016,3571003,435730,562117,Melbourne,13.7,0,63,58,51,Carlton 2,-37.8001,144.9671
CA2,13/07/2016,3674191,427896,574087,Melbourne,12,0.4,43,67,55,Carlton 2,-37.8001,144.9671
CA2,14/07/2016,3754598,436020,575556,Melbourne,14,1,43,68,52,Carlton 2,-37.8001,144.9671
CA2,15/07/2016,3883036,424807,578605,Melbourne,14.1,0,20,64,63,Carlton 2,-37.8001,144.9671
CA2,16/07/2016,3407143,190391,474537,Melbourne,13.7,0,17,70,57,Carlton 2,-37.8001,144.9671
CA2,17/07/2016,2982853,132829,467990,Melbourne,16.1,0,56,77,45,Carlton 2,-37.8001,144.9671
CA2,18/07/2016,3430212,420006,561851,Melbourne,17.7,0,52,75,68,Carlton 2,-37.8001,144.9671
CA2,19/07/2016,3640638,434666,575171,Melbourne,16,0,20,79,68,Carlton 2,-37.8001,144.9671
CA2,20/07/2016,3710692,430800,573151,Melbourne,16.1,1.8,17,97,76,Carlton 2,-37.8001,144.9671
CA2,21/07/2016,3776415,423449,575396,Melbourne,18.1,1.8,50,100,65,Carlton 2,-37.8001,144.9671
CA2,22/07/2016,3948212,420593,576795,Melbourne,18.3,7.8,59,76,73,Carlton 2,-37.8001,144.9671
CA2,23/07/2016,3444428,188350,470519,Melbourne,11.6,2.8,44,59,65,Carlton 2,-37.8001,144.9671
CA2,24/07/2016,3018779,131987,473652,Melbourne,11.4,0.8,48,76,64,Carlton 2,-37.8001,144.9671
CA2,25/07/2016,3400576,394466,560166,Melbourne,14.3,0,59,72,51,Carlton 2,-37.8001,144.9671
CA2,26/07/2016,3662182,430139,573792,Melbourne,11,4.8,46,68,60,Carlton 2,-37.8001,144.9671
CA2,27/07/2016,3743436,432331,585531,Melbourne,12.9,0.4,37,92,50,Carlton 2,-37.8001,144.9671
CA2,28/07/2016,3800017,432040,577840,Melbourne,15.2,0,37,73,52,Carlton 2,-37.8001,144.9671
CA2,29/07/2016,3927752,425102,571851,Melbourne,15.3,0,31,76,67,Carlton 2,-37.8001,144.9671
CA2,30/07/2016,3446455,196654,465053,Melbourne,13.8,2.4,59,85,74,Carlton 2,-37.8001,144.9671
CA2,31/07/2016,2968290,125670,456658,Melbourne,17,2,52,86,39,Carlton 2,-37.8001,144.9671
CRN,1/07/2016,4826666,524135,888324,Melbourne,14.1,6.4,28,89,61,Croydon,-37.7944,145.2815
CRN,2/07/2016,4088310,206402,670752,Melbourne,16.5,0.2,28,77,58,Croydon,-37.7944,145.2815
CRN,3/07/2016,3502162,117132,637713,Melbourne,16.7,0,41,76,57,Croydon,-37.7944,145.2815
CRN,4/07/2016,4573712,560190,876770,Melbourne,12.7,0,31,69,64,Croydon,-37.7944,145.2815
CRN,5/07/2016,4604559,541090,883340,Melbourne,12.8,0.6,28,87,91,Croydon,-37.7944,145.2815
CRN,6/07/2016,4752019,561112,888881,Melbourne,13,22.6,37,87,84,Croydon,-37.7944,145.2815
CRN,7/07/2016,4889449,558500,921419,Melbourne,13.7,3.8,31,97,80,Croydon,-37.7944,145.2815
CRN,8/07/2016,4997440,536637,913426,Melbourne,15.3,0.8,20,90,65,Croydon,-37.7944,145.2815
CRN,9/07/2016,4220494,199026,704804,Melbourne,15.2,0.2,13,100,60,Croydon,-37.7944,145.2815
CRN,10/07/2016,3384916,115151,598467,Melbourne,14.2,0,59,97,80,Croydon,-37.7944,145.2815
CRN,11/07/2016,4641767,562766,888334,Melbourne,16,3.6,59,67,57,Croydon,-37.7944,145.2815
CRN,12/07/2016,4728334,592911,900786,Melbourne,13.7,0,63,58,51,Croydon,-37.7944,145.2815
CRN,13/07/2016,4933668,598130,926658,Melbourne,12,0.4,43,67,55,Croydon,-37.7944,145.2815
CRN,14/07/2016,5021086,594073,943270,Melbourne,14,1,43,68,52,Croydon,-37.7944,145.2815
CRN,15/07/2016,5130575,572572,934677,Melbourne,14.1,0,20,64,63,Croydon,-37.7944,145.2815
CRN,16/07/2016,4381146,212064,715191,Melbourne,13.7,0,17,70,57,Croydon,-37.7944,145.2815
CRN,17/07/2016,3709796,125196,674934,Melbourne,16.1,0,56,77,45,Croydon,-37.7944,145.2815
CRN,18/07/2016,4739061,582625,914421,Melbourne,17.7,0,52,75,68,Croydon,-37.7944,145.2815
CRN,19/07/2016,4901028,606117,938884,Melbourne,16,0,20,79,68,Croydon,-37.7944,145.2815
CRN,20/07/2016,4992643,599182,946696,Melbourne,16.1,1.8,17,97,76,Croydon,-37.7944,145.2815
CRN,21/07/2016,5046050,595330,951281,Melbourne,18.1,1.8,50,100,65,Croydon,-37.7944,145.2815
CRN,22/07/2016,5093774,554582,911700,Melbourne,18.3,7.8,59,76,73,Croydon,-37.7944,145.2815
CRN,23/07/2016,4259765,193134,684139,Melbourne,11.6,2.8,44,59,65,Croydon,-37.7944,145.2815
CRN,24/07/2016,3570777,109217,628841,Melbourne,11.4,0.8,48,76,64,Croydon,-37.7944,145.2815
CRN,25/07/2016,4678185,570948,900663,Melbourne,14.3,0,59,72,51,Croydon,-37.7944,145.2815
CRN,26/07/2016,4836979,598260,922489,Melbourne,11,4.8,46,68,60,Croydon,-37.7944,145.2815
CRN,27/07/2016,4891294,596742,932496,Melbourne,12.9,0.4,37,92,50,Croydon,-37.7944,145.2815
CRN,28/07/2016,5010094,592679,944899,Melbourne,15.2,0,37,73,52,Croydon,-37.7944,145.2815
CRN,29/07/2016,5113516,575623,906880,Melbourne,15.3,0,31,76,67,Croydon,-37.7944,145.2815
CRN,30/07/2016,4244496,207138,685265,Melbourne,13.8,2.4,59,85,74,Croydon,-37.7944,145.2815
CRN,31/07/2016,3618635,112238,669148,Melbourne,17,2,52,86,39,Croydon,-37.7944,145.2815
DON,1/07/2016,4393981,454844,776631,Melbourne,14.1,6.4,28,89,61,Doncaster,-37.7874,145.1249
DON,2/07/2016,3728663,185955,612320,Melbourne,16.5,0.2,28,77,58,Doncaster,-37.7874,145.1249
DON,3/07/2016,3180007,102907,572086,Melbourne,16.7,0,41,76,57,Doncaster,-37.7874,145.1249
DON,4/07/2016,4070478,478995,712120,Melbourne,12.7,0,31,69,64,Doncaster,-37.7874,145.1249
DON,5/07/2016,4116034,446540,719495,Melbourne,12.8,0.6,28,87,91,Doncaster,-37.7874,145.1249
DON,6/07/2016,4304509,483985,744797,Melbourne,13,22.6,37,87,84,Doncaster,-37.7874,145.1249
DON,7/07/2016,4442137,483390,763012,Melbourne,13.7,3.8,31,97,80,Doncaster,-37.7874,145.1249
DON,8/07/2016,4472678,464459,759026,Melbourne,15.3,0.8,20,90,65,Doncaster,-37.7874,145.1249
DON,9/07/2016,3891871,189002,642664,Melbourne,15.2,0.2,13,100,60,Doncaster,-37.7874,145.1249
DON,10/07/2016,3288834,112650,579941,Melbourne,14.2,0,59,97,80,Doncaster,-37.7874,145.1249
DON,11/07/2016,4210649,489129,741481,Melbourne,16,3.6,59,67,57,Doncaster,-37.7874,145.1249
DON,12/07/2016,4375576,536075,768055,Melbourne,13.7,0,63,58,51,Doncaster,-37.7874,145.1249
DON,13/07/2016,4466179,523654,772567,Melbourne,12,0.4,43,67,55,Doncaster,-37.7874,145.1249
DON,14/07/2016,4655683,530119,798807,Melbourne,14,1,43,68,52,Doncaster,-37.7874,145.1249
DON,15/07/2016,4733158,513569,801413,Melbourne,14.1,0,20,64,63,Doncaster,-37.7874,145.1249
DON,16/07/2016,4158603,209074,659045,Melbourne,13.7,0,17,70,57,Doncaster,-37.7874,145.1249
DON,17/07/2016,3464405,117105,619446,Melbourne,16.1,0,56,77,45,Doncaster,-37.7874,145.1249
DON,18/07/2016,4310866,524176,760055,Melbourne,17.7,0,52,75,68,Doncaster,-37.7874,145.1249
DON,19/07/2016,4502952,540776,785496,Melbourne,16,0,20,79,68,Doncaster,-37.7874,145.1249
DON,20/07/2016,4542240,534028,787512,Melbourne,16.1,1.8,17,97,76,Doncaster,-37.7874,145.1249
DON,21/07/2016,4673105,528503,798069,Melbourne,18.1,1.8,50,100,65,Doncaster,-37.7874,145.1249
DON,22/07/2016,4700618,509699,788458,Melbourne,18.3,7.8,59,76,73,Doncaster,-37.7874,145.1249
DON,23/07/2016,4138361,196679,654000,Melbourne,11.6,2.8,44,59,65,Doncaster,-37.7874,145.1249
DON,24/07/2016,3413266,113582,600042,Melbourne,11.4,0.8,48,76,64,Doncaster,-37.7874,145.1249
DON,25/07/2016,4260021,505018,755682,Melbourne,14.3,0,59,72,51,Doncaster,-37.7874,145.1249
DON,26/07/2016,4473555,546815,780408,Melbourne,11,4.8,46,68,60,Doncaster,-37.7874,145.1249
DON,27/07/2016,4539390,538916,783496,Melbourne,12.9,0.4,37,92,50,Doncaster,-37.7874,145.1249
DON,28/07/2016,4675836,539992,795278,Melbourne,15.2,0,37,73,52,Doncaster,-37.7874,145.1249
DON,29/07/2016,4749852,522575,790353,Melbourne,15.3,0,31,76,67,Doncaster,-37.7874,145.1249
DON,30/07/2016,4176932,204496,653261,Melbourne,13.8,2.4,59,85,74,Doncaster,-37.7874,145.1249
DON,31/07/2016,3544249,117799,624384,Melbourne,17,2,52,86,39,Doncaster,-37.7874,145.1249
ES2,1/07/2016,3000194,318870,497114,Melbourne,14.1,6.4,28,89,61,Essendon 2,-37.7505,144.9143
ES2,2/07/2016,2431513,131042,392632,Melbourne,16.5,0.2,28,77,58,Essendon 2,-37.7505,144.9143
ES2,3/07/2016,2058756,71178,358559,Melbourne,16.7,0,41,76,57,Essendon 2,-37.7505,144.9143
ES2,4/07/2016,2780375,315963,491595,Melbourne,12.7,0,31,69,64,Essendon 2,-37.7505,144.9143
ES2,5/07/2016,2755236,299648,477158,Melbourne,12.8,0.6,28,87,91,Essendon 2,-37.7505,144.9143
ES2,6/07/2016,2876347,322891,491415,Melbourne,13,22.6,37,87,84,Essendon 2,-37.7505,144.9143
ES2,7/07/2016,2903820,314724,500675,Melbourne,13.7,3.8,31,97,80,Essendon 2,-37.7505,144.9143
ES2,8/07/2016,3038551,313704,502918,Melbourne,15.3,0.8,20,90,65,Essendon 2,-37.7505,144.9143
ES2,9/07/2016,2533250,135890,405498,Melbourne,15.2,0.2,13,100,60,Essendon 2,-37.7505,144.9143
ES2,10/07/2016,2004420,70175,336355,Melbourne,14.2,0,59,97,80,Essendon 2,-37.7505,144.9143
ES2,11/07/2016,2826926,326967,499827,Melbourne,16,3.6,59,67,57,Essendon 2,-37.7505,144.9143
ES2,12/07/2016,2902037,346278,510194,Melbourne,13.7,0,63,58,51,Essendon 2,-37.7505,144.9143
ES2,13/07/2016,2957504,339692,513375,Melbourne,12,0.4,43,67,55,Essendon 2,-37.7505,144.9143
ES2,14/07/2016,3049211,346180,527868,Melbourne,14,1,43,68,52,Essendon 2,-37.7505,144.9143
ES2,15/07/2016,3151669,338839,519383,Melbourne,14.1,0,20,64,63,Essendon 2,-37.7505,144.9143
ES2,16/07/2016,2561932,138691,392378,Melbourne,13.7,0,17,70,57,Essendon 2,-37.7505,144.9143
