,id,route,direction,segment,volume,vcr,vcr_cat,geometry
1924,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1921,Liverpool to Central - Train,Eastbound,Canterbury to Hurlstone Park,4000,0.1,Low,"MULTILINESTRING ((151.118705 -33.912119, 151.119318 -33.912466, 151.11952 -33.912562, 151.120107 -33.912816, 151.12039 -33.912924, 151.120737 -33.913027, 151.120944 -33.913076, 151.121154 -33.913116, 151.121365 -33.913148, 151.121606 -33.913174, 151.121868 -33.913191, 151.122307 -33.913191, 151.12632 -33.912776, 151.126795 -33.912687, 151.12706 -33.912634, 151.127324 -33.912576, 151.127655 -33.91249, 151.127854 -33.912433, 151.128245 -33.912304, 151.128437 -33.912233, 151.131936 -33.910435))"
1925,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1922,Liverpool to Central - Train,Westbound,Hurlstone Park to Canterbury,12000,0.4,Low,"MULTILINESTRING ((151.131936 -33.910435, 151.128437 -33.912233, 151.128245 -33.912304, 151.127854 -33.912433, 151.127655 -33.91249, 151.127324 -33.912576, 151.12706 -33.912634, 151.126795 -33.912687, 151.12632 -33.912776, 151.122307 -33.913191, 151.121868 -33.913191, 151.121606 -33.913174, 151.121365 -33.913148, 151.121154 -33.913116, 151.120944 -33.913076, 151.120737 -33.913027, 151.12039 -33.912924, 151.120107 -33.912816, 151.11952 -33.912562, 151.119318 -33.912466, 151.118705 -33.912119))"
1926,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1923,,,,1000,0.0,Low,"MULTILINESTRING ((150.775268 -33.762101, 150.762751 -33.76018, 150.747977 -33.758286, 150.743663 -33.75883, 150.740919 -33.760785, 150.738629 -33.768771, 150.741237 -33.776183, 150.752535 -33.790894, 150.752817 -33.798876, 150.749193 -33.812081, 150.746178 -33.824728, 150.744825 -33.828927, 150.740791 -33.834484, 150.739918 -33.838634, 150.740474 -33.846347, 150.746596 -33.855719, 150.742192 -33.876206, 150.739818 -33.879921, 150.737177 -33.881867, 150.711688 -33.89403))"
1927,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1924,,,,1000,0.0,Low,"MULTILINESTRING ((150.711688 -33.89403, 150.737177 -33.881867, 150.739818 -33.879921, 150.742192 -33.876206, 150.746596 -33.855719, 150.740474 -33.846347, 150.739918 -33.838634, 150.740791 -33.834484, 150.744825 -33.828927, 150.746178 -33.824728, 150.749193 -33.812081, 150.752817 -33.798876, 150.752535 -33.790894, 150.741237 -33.776183, 150.738629 -33.768771, 150.740919 -33.760785, 150.743663 -33.75883, 150.747977 -33.758286, 150.762751 -33.76018, 150.775268 -33.762101))"
1928,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1925,,,,1000,0.0,Low,"MULTILINESTRING ((150.711688 -33.89403, 150.710721 -33.898157, 150.7133 -33.902788, 150.726784 -33.910134, 150.732659 -33.915818, 150.732766 -33.920871))"
1929,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1926,,,,1000,0.0,Low,"MULTILINESTRING ((150.732766 -33.920871, 150.732659 -33.915818, 150.726784 -33.910134, 150.7133 -33.902788, 150.710721 -33.898157, 150.711688 -33.89403))"
1930,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1927,,,,1000,0.1,Low,"MULTILINESTRING ((151.683897 -32.828399, 151.684914 -32.830843, 151.689716 -32.842168, 151.692453 -32.848494, 151.695039 -32.854436, 151.695829 -32.85631, 151.697043 -32.859037, 151.699242 -32.86414, 151.701849 -32.870087, 151.701899 -32.870145, 151.70218 -32.870839, 151.702741 -32.872075))"
1931,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1928,,,,3000,0.3,Low,"MULTILINESTRING ((151.702741 -32.872075, 151.70218 -32.870839, 151.701899 -32.870145, 151.701849 -32.870087, 151.699242 -32.86414, 151.697043 -32.859037, 151.695829 -32.85631, 151.695039 -32.854436, 151.692453 -32.848494, 151.689716 -32.842168, 151.684914 -32.830843, 151.683897 -32.828399))"
1932,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1929,Sydney to Central Coast - Train,Northbound,Cardiff to Kotara,2000,0.2,Low,"MULTILINESTRING ((151.662738 -32.94159, 151.662956 -32.941939, 151.663347 -32.942368, 151.663814 -32.942747, 151.664349 -32.943047, 151.664791 -32.943218, 151.665682 -32.943424, 151.666276 -32.943459, 151.667481 -32.943393, 151.668634 -32.943291, 151.669126 -32.943204, 151.669694 -32.943038, 151.670059 -32.942879, 151.6705 -32.942636, 151.670872 -32.942356, 151.671203 -32.942055, 151.672422 -32.940721, 151.672633 -32.940506, 151.672905 -32.940312, 151.673438 -32.940039, 151.673752 -32.939945, 151.6746 -32.9398, 151.67779 -32.939379, 151.678281 -32.939336, 151.679147 -32.939334, 151.67969 -32.939376, 151.680318 -32.939476, 151.680776 -32.939589, 151.681159 -32.939711, 151.681906 -32.940039, 151.682594 -32.940424, 151.683223 -32.940867, 151.68352 -32.941096, 151.683675 -32.941236, 151.685975 -32.943369, 151.686224 -32.943583, 151.687277 -32.94424, 151.687413 -32.944297, 151.687897 -32.944475, 151.688542 -32.944617, 151.689034 -32.944673, 151.689713 -32.944672, 151.690256 -32.944614, 151.690578 -32.944542, 151.691197 -32.944362, 151.691494 -32.944232, 151.691799 -32.944074, 151.693765 -32.942925, 151.694655 -32.942522, 151.695307 -32.94227, 151.696011 -32.942033, 151.697208 -32.941727, 151.6979 -32.941532))"
1933,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1930,Sydney to Central Coast - Train,Southbound,Kotara to Cardiff,2000,0.2,Low,"MULTILINESTRING ((151.6979 -32.941532, 151.697208 -32.941727, 151.696011 -32.942033, 151.695307 -32.94227, 151.694655 -32.942522, 151.693765 -32.942925, 151.691799 -32.944074, 151.691494 -32.944232, 151.691197 -32.944362, 151.690578 -32.944542, 151.690256 -32.944614, 151.689713 -32.944672, 151.689034 -32.944673, 151.688542 -32.944617, 151.687897 -32.944475, 151.687413 -32.944297, 151.687277 -32.94424, 151.686224 -32.943583, 151.685975 -32.943369, 151.683675 -32.941236, 151.68352 -32.941096, 151.683223 -32.940867, 151.682594 -32.940424, 151.681906 -32.940039, 151.681159 -32.939711, 151.680776 -32.939589, 151.680318 -32.939476, 151.67969 -32.939376, 151.679147 -32.939334, 151.678281 -32.939336, 151.67779 -32.939379, 151.6746 -32.9398, 151.673752 -32.939945, 151.673438 -32.940039, 151.672905 -32.940312, 151.672633 -32.940506, 151.672422 -32.940721, 151.671203 -32.942055, 151.670872 -32.942356, 151.6705 -32.942636, 151.670059 -32.942879, 151.669694 -32.943038, 151.669126 -32.943204, 151.668634 -32.943291, 151.667481 -32.943393, 151.666276 -32.943459, 151.665682 -32.943424, 151.664791 -32.943218, 151.664349 -32.943047, 151.663814 -32.942747, 151.663347 -32.942368, 151.662956 -32.941939, 151.662738 -32.94159))"
1934,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1931,Strathfield to Hornsby - Train,Southbound,Eastwood to Denistone,7000,0.2,Low,"MULTILINESTRING ((151.082154 -33.790066, 151.082147 -33.790314, 151.082151 -33.790603, 151.082165 -33.790893, 151.082193 -33.791182, 151.082236 -33.791469, 151.082298 -33.791751, 151.082389 -33.792059, 151.082562 -33.792512, 151.084187 -33.79726, 151.084272 -33.797438, 151.084366 -33.797613, 151.084471 -33.797785, 151.084584 -33.797953, 151.084705 -33.798115, 151.084835 -33.798274, 151.084975 -33.798428, 151.085124 -33.798578, 151.085281 -33.798721, 151.085444 -33.798857, 151.085659 -33.799019, 151.085888 -33.799171, 151.086128 -33.799313, 151.086377 -33.799442, 151.086545 -33.799519, 151.087015 -33.799736))"
1935,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1932,Strathfield to Hornsby - Train,Northbound,Denistone to Eastwood,12000,0.5,Low,"MULTILINESTRING ((151.087015 -33.799736, 151.086545 -33.799519, 151.086377 -33.799442, 151.086128 -33.799313, 151.085888 -33.799171, 151.085659 -33.799019, 151.085444 -33.798857, 151.085281 -33.798721, 151.085124 -33.798578, 151.084975 -33.798428, 151.084835 -33.798274, 151.084705 -33.798115, 151.084584 -33.797953, 151.084471 -33.797785, 151.084366 -33.797613, 151.084272 -33.797438, 151.084187 -33.79726, 151.082562 -33.792512, 151.082389 -33.792059, 151.082298 -33.791751, 151.082236 -33.791469, 151.082193 -33.791182, 151.082165 -33.790893, 151.082151 -33.790603, 151.082147 -33.790314, 151.082154 -33.790066))"
1936,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1933,Strathfield to Hornsby - Train,Northbound,Eastwood to Epping,11000,0.4,Low,"MULTILINESTRING ((151.082154 -33.790066, 151.082165 -33.789814, 151.082188 -33.789565, 151.08222 -33.789316, 151.082261 -33.789069, 151.084069 -33.778766, 151.084074 -33.778562, 151.084074 -33.778357, 151.08407 -33.778152, 151.084061 -33.777948, 151.084049 -33.777744, 151.084024 -33.777473, 151.083994 -33.777202, 151.083954 -33.776931, 151.083904 -33.776663, 151.08384 -33.776398, 151.083755 -33.776111, 151.083655 -33.775828, 151.083541 -33.775547, 151.083416 -33.775269, 151.083282 -33.774996, 151.083173 -33.774793, 151.083057 -33.774593, 151.082811 -33.774198, 151.082334 -33.773425, 151.081942 -33.772678))"
1937,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1934,Strathfield to Hornsby - Train,Southbound,Epping to Eastwood,6000,0.2,Low,"MULTILINESTRING ((151.081942 -33.772678, 151.082334 -33.773425, 151.082811 -33.774198, 151.083057 -33.774593, 151.083173 -33.774793, 151.083282 -33.774996, 151.083416 -33.775269, 151.083541 -33.775547, 151.083655 -33.775828, 151.083755 -33.776111, 151.08384 -33.776398, 151.083904 -33.776663, 151.083954 -33.776931, 151.083994 -33.777202, 151.084024 -33.777473, 151.084049 -33.777744, 151.084061 -33.777948, 151.08407 -33.778152, 151.084074 -33.778357, 151.084074 -33.778562, 151.084069 -33.778766, 151.082261 -33.789069, 151.08222 -33.789316, 151.082188 -33.789565, 151.082165 -33.789814, 151.082154 -33.790066))"
1938,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1935,Strathfield to Hornsby - Train,Southbound,Denistone to West Ryde,7000,0.2,Low,"MULTILINESTRING ((151.087015 -33.799736, 151.088263 -33.800344, 151.088444 -33.800456, 151.088626 -33.800568, 151.088803 -33.800685, 151.088978 -33.800804, 151.089149 -33.800927, 151.089376 -33.801091, 151.089603 -33.801259, 151.089822 -33.801433, 151.090027 -33.801615, 151.09021 -33.80181, 151.090379 -33.802033, 151.090527 -33.80227, 151.090656 -33.802517, 151.090769 -33.802769, 151.090942 -33.80325, 151.091055 -33.803715, 151.091112 -33.804185, 151.091112 -33.804518, 151.091083 -33.804855, 151.091023 -33.805192, 151.09082 -33.805841, 151.090319 -33.807082))"
1939,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1936,Strathfield to Hornsby - Train,Northbound,West Ryde to Denistone,12000,0.5,Low,"MULTILINESTRING ((151.090319 -33.807082, 151.09082 -33.805841, 151.091023 -33.805192, 151.091083 -33.804855, 151.091112 -33.804518, 151.091112 -33.804185, 151.091055 -33.803715, 151.090942 -33.80325, 151.090769 -33.802769, 151.090656 -33.802517, 151.090527 -33.80227, 151.090379 -33.802033, 151.09021 -33.80181, 151.090027 -33.801615, 151.089822 -33.801433, 151.089603 -33.801259, 151.089376 -33.801091, 151.089149 -33.800927, 151.088978 -33.800804, 151.088803 -33.800685, 151.088626 -33.800568, 151.088444 -33.800456, 151.088263 -33.800344, 151.087015 -33.799736))"
1940,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1937,Sydney to Central Coast - Train,Northbound,Kotara to Adamstown,2000,0.2,Low,"MULTILINESTRING ((151.6979 -32.941532, 151.701954 -32.940425, 151.702886 -32.940122, 151.703641 -32.939841, 151.704887 -32.939295, 151.705514 -32.938964, 151.706615 -32.938446, 151.709387 -32.937066, 151.710285 -32.936678, 151.711124 -32.936382, 151.712786 -32.936007, 151.713634 -32.935905, 151.714957 -32.935831, 151.715704 -32.935729, 151.716264 -32.935613, 151.716925 -32.935426, 151.717645 -32.935174, 151.718335 -32.934867, 151.718448 -32.934797, 151.719585 -32.934095, 151.720058 -32.933743))"
1941,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1938,Sydney to Central Coast - Train,Southbound,Adamstown to Kotara,2000,0.2,Low,"MULTILINESTRING ((151.720058 -32.933743, 151.719585 -32.934095, 151.718448 -32.934797, 151.718335 -32.934867, 151.717645 -32.935174, 151.716925 -32.935426, 151.716264 -32.935613, 151.715704 -32.935729, 151.714957 -32.935831, 151.713634 -32.935905, 151.712786 -32.936007, 151.711124 -32.936382, 151.710285 -32.936678, 151.709387 -32.937066, 151.706615 -32.938446, 151.705514 -32.938964, 151.704887 -32.939295, 151.703641 -32.939841, 151.702886 -32.940122, 151.701954 -32.940425, 151.6979 -32.941532))"
1942,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1939,Strathfield to Hornsby - Train,Northbound,Epping to Cheltenham,9000,0.5,Low,"MULTILINESTRING ((151.081942 -33.772678, 151.081655 -33.771907, 151.081506 -33.771455, 151.081387 -33.771017, 151.08134 -33.770666, 151.08135 -33.770369, 151.081377 -33.770071, 151.081405 -33.769301, 151.081493 -33.768745, 151.081657 -33.768178, 151.081882 -33.767612, 151.082152 -33.767059, 151.082676 -33.766028, 151.08282 -33.765581, 151.08285 -33.765325, 151.082868 -33.765069, 151.082874 -33.764813, 151.082867 -33.764525, 151.082826 -33.764094, 151.082755 -33.763659, 151.082688 -33.763375, 151.081733 -33.760826, 151.081658 -33.760584, 151.081583 -33.760341, 151.081496 -33.760069, 151.081399 -33.759769, 151.081298 -33.759469, 151.081228 -33.759268, 151.081157 -33.759067, 151.081084 -33.758867, 151.081008 -33.758669, 151.080928 -33.758472, 151.080856 -33.758299, 151.080783 -33.758126, 151.080706 -33.757954, 151.080624 -33.757786, 151.080535 -33.757622, 151.080452 -33.757486, 151.080365 -33.757353, 151.080273 -33.757222, 151.080177 -33.757094, 151.080079 -33.75697, 151.079965 -33.756834, 151.079846 -33.756701, 151.079722 -33.756573, 151.079595 -33.756448, 151.079463 -33.756329, 151.079319 -33.756208, 151.079169 -33.756094, 151.079015 -33.755984, 151.078858 -33.755878, 151.078687 -33.755765))"
1943,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1958,Chatswood to Sydenham - Metro,Northbound,Waterloo to Central,6000,0.2,Low,"MULTILINESTRING ((151.200139 -33.896369, 151.200827 -33.894745, 151.201133 -33.893654, 151.201653 -33.891827, 151.201867 -33.890152, 151.202325 -33.888731, 151.202661 -33.888198, 151.203273 -33.887259, 151.203793 -33.88665, 151.204282 -33.886091, 151.205443 -33.885102, 151.206295 -33.88338))"
1944,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1995,Sydney to Central Coast - Train,Northbound,Wahroonga to Waitara,8000,0.4,Low,"MULTILINESTRING ((151.11709 -33.717626, 151.11678 -33.717322, 151.116307 -33.716874, 151.115828 -33.716431, 151.115495 -33.716162, 151.115067 -33.715837, 151.114714 -33.715588, 151.114351 -33.715347, 151.114075 -33.715172, 151.113793 -33.715003, 151.104458 -33.710048))"
1945,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1940,Strathfield to Hornsby - Train,Southbound,Cheltenham to Epping,4000,0.2,Low,"MULTILINESTRING ((151.078687 -33.755765, 151.078858 -33.755878, 151.079015 -33.755984, 151.079169 -33.756094, 151.079319 -33.756208, 151.079463 -33.756329, 151.079595 -33.756448, 151.079722 -33.756573, 151.079846 -33.756701, 151.079965 -33.756834, 151.080079 -33.75697, 151.080177 -33.757094, 151.080273 -33.757222, 151.080365 -33.757353, 151.080452 -33.757486, 151.080535 -33.757622, 151.080624 -33.757786, 151.080706 -33.757954, 151.080783 -33.758126, 151.080856 -33.758299, 151.080928 -33.758472, 151.081008 -33.758669, 151.081084 -33.758867, 151.081157 -33.759067, 151.081228 -33.759268, 151.081298 -33.759469, 151.081399 -33.759769, 151.081496 -33.760069, 151.081583 -33.760341, 151.081658 -33.760584, 151.081733 -33.760826, 151.082688 -33.763375, 151.082755 -33.763659, 151.082826 -33.764094, 151.082867 -33.764525, 151.082874 -33.764813, 151.082868 -33.765069, 151.08285 -33.765325, 151.08282 -33.765581, 151.082676 -33.766028, 151.082152 -33.767059, 151.081882 -33.767612, 151.081657 -33.768178, 151.081493 -33.768745, 151.081405 -33.769301, 151.081377 -33.770071, 151.08135 -33.770369, 151.08134 -33.770666, 151.081387 -33.771017, 151.081506 -33.771455, 151.081655 -33.771907, 151.081942 -33.772678))"
1946,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1941,Chatswood to Epping - Train,Eastbound,Epping to Macquarie University,5000,0.1,Low,"MULTILINESTRING ((151.081942 -33.772678, 151.081467 -33.773461, 151.082434 -33.774781, 151.083275 -33.776503, 151.083704 -33.777432, 151.084229 -33.778017, 151.085262 -33.778813, 151.086306 -33.779481, 151.087472 -33.779964, 151.089641 -33.780103, 151.090622 -33.780013, 151.095235 -33.77848, 151.103608 -33.775775, 151.107341 -33.774592, 151.108001 -33.774362, 151.108966 -33.774167, 151.110108 -33.77408, 151.111426 -33.774167, 151.112643 -33.774358, 151.1139 -33.774766, 151.117725 -33.777621))"
1947,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1942,Chatswood to Epping - Train,Westbound,Macquarie University to Epping,19000,0.6,Low,"MULTILINESTRING ((151.117725 -33.777621, 151.1139 -33.774766, 151.112643 -33.774358, 151.111426 -33.774167, 151.110108 -33.77408, 151.108966 -33.774167, 151.108001 -33.774362, 151.107341 -33.774592, 151.103608 -33.775775, 151.095235 -33.77848, 151.090622 -33.780013, 151.089641 -33.780103, 151.087472 -33.779964, 151.086306 -33.779481, 151.085262 -33.778813, 151.084229 -33.778017, 151.083704 -33.777432, 151.083275 -33.776503, 151.082434 -33.774781, 151.081467 -33.773461, 151.081942 -33.772678))"
1948,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1943,Strathfield to Hornsby - Train,Northbound,Cheltenham to Beecroft,9000,0.5,Low,"MULTILINESTRING ((151.078687 -33.755765, 151.078429 -33.75561, 151.078151 -33.755454, 151.077758 -33.755259, 151.077501 -33.755148, 151.077223 -33.755047, 151.076923 -33.75496, 151.076619 -33.754888, 151.076288 -33.754827, 151.075954 -33.754782, 151.075529 -33.754727, 151.068506 -33.753737, 151.068142 -33.753646, 151.067779 -33.753513, 151.06743 -33.753346, 151.067111 -33.75315, 151.066834 -33.752933, 151.066677 -33.752781, 151.066531 -33.752617, 151.066399 -33.752445, 151.066285 -33.752265, 151.066193 -33.752081, 151.066062 -33.75182, 151.065919 -33.751438, 151.06588 -33.751152, 151.065914 -33.750634, 151.066045 -33.750237))"
1949,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1944,Strathfield to Hornsby - Train,Southbound,Beecroft to Cheltenham,4000,0.2,Low,"MULTILINESTRING ((151.066045 -33.750237, 151.065914 -33.750634, 151.06588 -33.751152, 151.065919 -33.751438, 151.066062 -33.75182, 151.066193 -33.752081, 151.066285 -33.752265, 151.066399 -33.752445, 151.066531 -33.752617, 151.066677 -33.752781, 151.066834 -33.752933, 151.067111 -33.75315, 151.06743 -33.753346, 151.067779 -33.753513, 151.068142 -33.753646, 151.068506 -33.753737, 151.075529 -33.754727, 151.075954 -33.754782, 151.076288 -33.754827, 151.076619 -33.754888, 151.076923 -33.75496, 151.077223 -33.755047, 151.077501 -33.755148, 151.077758 -33.755259, 151.078151 -33.755454, 151.078429 -33.75561, 151.078687 -33.755765))"
1950,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1945,,,,1000,0.1,Low,"MULTILINESTRING ((151.702741 -32.872075, 151.703367 -32.873417, 151.704233 -32.875563, 151.704653 -32.876602, 151.704863 -32.877016, 151.706973 -32.882297, 151.707365 -32.883185, 151.708082 -32.884556, 151.708685 -32.885524, 151.709417 -32.886517, 151.71025 -32.887576))"
1951,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1946,,,,3000,0.3,Low,"MULTILINESTRING ((151.71025 -32.887576, 151.709417 -32.886517, 151.708685 -32.885524, 151.708082 -32.884556, 151.707365 -32.883185, 151.706973 -32.882297, 151.704863 -32.877016, 151.704653 -32.876602, 151.704233 -32.875563, 151.703367 -32.873417, 151.702741 -32.872075))"
1952,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1947,Sydenham to Chatswood - Metro,Northbound,Sydenham to Waterloo,5000,0.2,Low,"MULTILINESTRING ((151.166228 -33.914603, 151.173313 -33.910362, 151.174597 -33.909703, 151.176615 -33.909246, 151.183279 -33.908282, 151.185052 -33.90761, 151.186826 -33.906823, 151.188201 -33.906011, 151.190861 -33.904742, 151.194224 -33.902966, 151.196119 -33.902167, 151.197403 -33.901254, 151.198351 -33.900124, 151.199299 -33.898627, 151.200139 -33.896369))"
1953,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1948,Sydenham to Chatswood - Metro,Southbound,Waterloo to Sydenham,16000,0.5,Low,"MULTILINESTRING ((151.200139 -33.896369, 151.199299 -33.898627, 151.198351 -33.900124, 151.197403 -33.901254, 151.196119 -33.902167, 151.194224 -33.902966, 151.190861 -33.904742, 151.188201 -33.906011, 151.186826 -33.906823, 151.185052 -33.90761, 151.183279 -33.908282, 151.176615 -33.909246, 151.174597 -33.909703, 151.173313 -33.910362, 151.166228 -33.914603))"
1954,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1949,Chatswood to Sydenham - Metro,Southbound,Chatswood to Crows Nest,10000,0.3,Low,"MULTILINESTRING ((151.180967 -33.797279, 151.180133 -33.799922, 151.179943 -33.803951, 151.180549 -33.806217, 151.183428 -33.809364, 151.191231 -33.815297, 151.19517 -33.820096, 151.199166 -33.825187))"
1955,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1950,Chatswood to Sydenham - Metro,Northbound,Crows Nest to Chatswood,17000,0.5,Low,"MULTILINESTRING ((151.199166 -33.825187, 151.19517 -33.820096, 151.191231 -33.815297, 151.183428 -33.809364, 151.180549 -33.806217, 151.179943 -33.803951, 151.180133 -33.799922, 151.180967 -33.797279))"
1956,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1951,Chatswood to Sydenham - Metro,Southbound,Martin Place to Pitt Street,15000,0.5,Low,"MULTILINESTRING ((151.211069 -33.867953, 151.210885 -33.868434, 151.210574 -33.868976, 151.210246 -33.869495, 151.209943 -33.869976, 151.209714 -33.870388, 151.209389 -33.870907, 151.209122 -33.871255, 151.209006 -33.871388, 151.208893 -33.871522, 151.208748 -33.871731, 151.208297 -33.872586, 151.208213 -33.872832, 151.208151 -33.873482))"
1957,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1952,Chatswood to Sydenham - Metro,Northbound,Pitt Street to Martin Place,14000,0.4,Low,"MULTILINESTRING ((151.208151 -33.873482, 151.208213 -33.872832, 151.208297 -33.872586, 151.208748 -33.871731, 151.208893 -33.871522, 151.209006 -33.871388, 151.209122 -33.871255, 151.209389 -33.870907, 151.209714 -33.870388, 151.209943 -33.869976, 151.210246 -33.869495, 151.210574 -33.868976, 151.210885 -33.868434, 151.211069 -33.867953))"
1958,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1953,Chatswood to Sydenham - Metro,Northbound,Martin Place to Barangaroo,18000,0.6,Low,"MULTILINESTRING ((151.211069 -33.867953, 151.211137 -33.867704, 151.211206 -33.867374, 151.211313 -33.866695, 151.211336 -33.866295, 151.211321 -33.866056, 151.211191 -33.865708, 151.211076 -33.865486, 151.210948 -33.865286, 151.210664 -33.864847, 151.210497 -33.864655, 151.210265 -33.864366, 151.210007 -33.864099, 151.209643 -33.863805, 151.209199 -33.863484, 151.208676 -33.863141, 151.208294 -33.862976, 151.20805 -33.8629, 151.207729 -33.862824, 151.207255 -33.86271, 151.206999 -33.862655, 151.206751 -33.862628, 151.205763 -33.862237, 151.205196 -33.861938, 151.204732 -33.861596, 151.203972 -33.861071, 151.203776 -33.860922, 151.203508 -33.860676, 151.203122 -33.860194, 151.202722 -33.859606, 151.202336 -33.858857, 151.202217 -33.858108))"
1959,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1954,Chatswood to Sydenham - Metro,Southbound,Barangaroo to Martin Place,14000,0.4,Low,"MULTILINESTRING ((151.202217 -33.858108, 151.202336 -33.858857, 151.202722 -33.859606, 151.203122 -33.860194, 151.203508 -33.860676, 151.203776 -33.860922, 151.203972 -33.861071, 151.204732 -33.861596, 151.205196 -33.861938, 151.205763 -33.862237, 151.206751 -33.862628, 151.206999 -33.862655, 151.207255 -33.86271, 151.207729 -33.862824, 151.20805 -33.8629, 151.208294 -33.862976, 151.208676 -33.863141, 151.209199 -33.863484, 151.209643 -33.863805, 151.210007 -33.864099, 151.210265 -33.864366, 151.210497 -33.864655, 151.210664 -33.864847, 151.210948 -33.865286, 151.211076 -33.865486, 151.211191 -33.865708, 151.211321 -33.866056, 151.211336 -33.866295, 151.211313 -33.866695, 151.211206 -33.867374, 151.211137 -33.867704, 151.211069 -33.867953))"
1960,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1955,Chatswood to Sydenham - Metro,Northbound,Central to Pitt Street,9000,0.3,Low,"MULTILINESTRING ((151.206295 -33.88338, 151.207285 -33.882334, 151.207828 -33.881851, 151.20795 -33.881655, 151.207994 -33.881456, 151.208151 -33.873482))"
1961,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1956,Chatswood to Sydenham - Metro,Southbound,Pitt Street to Central,18000,0.6,Low,"MULTILINESTRING ((151.208151 -33.873482, 151.207994 -33.881456, 151.20795 -33.881655, 151.207828 -33.881851, 151.207285 -33.882334, 151.206295 -33.88338))"
1962,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1957,Chatswood to Sydenham - Metro,Southbound,Central to Waterloo,17000,0.5,Low,"MULTILINESTRING ((151.206295 -33.88338, 151.205443 -33.885102, 151.204282 -33.886091, 151.203793 -33.88665, 151.203273 -33.887259, 151.202661 -33.888198, 151.202325 -33.888731, 151.201867 -33.890152, 151.201653 -33.891827, 151.201133 -33.893654, 151.200827 -33.894745, 151.200139 -33.896369))"
1963,ckan_50a8f7ba_e2ab_4fda_8729_04b24430c3ca.1959,Chatswood to Sydenham - Metro,Southbound,Victoria Cross to Barangaroo,13000,0.4,Low,"MULTILINESTRING ((151.206604 -33.838962, 151.206821 -33.839594, 151.206859 -33.839958, 151.206859 -33.840471, 151.206846 -33.840771, 151.206769 -33.841327, 151.20664 -33.841959, 151.206246 -33.843167, 151.205879 -33.844208, 151.205451 -33.845325, 151.205054 -33.846392, 151.20484 -33.847229, 151.204658 -33.84816, 151.204482 -33.849555, 151.204251 -33.850582, 151.203864 -33.851973, 151.203452 -33.853192, 151.202937 -33.854284, 151.202576 -33.855204, 151.202201 -33.856247, 151.20216 -33.85641, 151.202131 -33.85657, 151.202096 -33.856742, 151.202078 -33.85691, 151.20207 -33.857087, 151.202064 -33.857242, 151.20208 -33.857391, 151.202104 -33.857563, 151.202154 -33.857843, 151.202217 -33.858108))"
